prompt,intent,action_type,path,category,args,tags,action_json
Create Valtunox Security Group using terraform,execute_script,terraform,valtunox/terraform_valtunox_networks_securitygroup,valtunox,,"valtunox,securitygroup,firewall","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_networks_securitygroup"", ""explanation"": ""Valtunox Security Group""}"
Set up Valtunox Security Group with terraform,execute_script,terraform,valtunox/terraform_valtunox_networks_securitygroup,valtunox,,"valtunox,securitygroup,firewall","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_networks_securitygroup"", ""explanation"": ""Valtunox Security Group""}"
Provision Valtunox Security Group,execute_script,terraform,valtunox/terraform_valtunox_networks_securitygroup,valtunox,,"valtunox,securitygroup,firewall","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_networks_securitygroup"", ""explanation"": ""Valtunox Security Group""}"
Configure Valtunox Security Group,execute_script,terraform,valtunox/terraform_valtunox_networks_securitygroup,valtunox,,"valtunox,securitygroup,firewall","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_networks_securitygroup"", ""explanation"": ""Valtunox Security Group""}"
Set up Valtunox IAM using terraform,execute_script,terraform,valtunox/terraform_valtunox_security_iam,valtunox,,"valtunox,iam,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_security_iam"", ""explanation"": ""Valtunox IAM""}"
Configure Valtunox IAM with terraform,execute_script,terraform,valtunox/terraform_valtunox_security_iam,valtunox,,"valtunox,iam,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_security_iam"", ""explanation"": ""Valtunox IAM""}"
Create Valtunox IAM,execute_script,terraform,valtunox/terraform_valtunox_security_iam,valtunox,,"valtunox,iam,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_security_iam"", ""explanation"": ""Valtunox IAM""}"
Provision Valtunox IAM,execute_script,terraform,valtunox/terraform_valtunox_security_iam,valtunox,,"valtunox,iam,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_security_iam"", ""explanation"": ""Valtunox IAM""}"
Set up Valtunox Key Pair using terraform,execute_script,terraform,valtunox/terraform_valtunox_security_keypair,valtunox,,"valtunox,keypair,ssh,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_security_keypair"", ""explanation"": ""Valtunox Key Pair""}"
Configure Valtunox Key Pair with terraform,execute_script,terraform,valtunox/terraform_valtunox_security_keypair,valtunox,,"valtunox,keypair,ssh,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_security_keypair"", ""explanation"": ""Valtunox Key Pair""}"
Create Valtunox Key Pair,execute_script,terraform,valtunox/terraform_valtunox_security_keypair,valtunox,,"valtunox,keypair,ssh,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_security_keypair"", ""explanation"": ""Valtunox Key Pair""}"
Provision Valtunox Key Pair,execute_script,terraform,valtunox/terraform_valtunox_security_keypair,valtunox,,"valtunox,keypair,ssh,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_security_keypair"", ""explanation"": ""Valtunox Key Pair""}"
Provision Valtunox VM using terraform,execute_script,terraform,valtunox/terraform_valtunox_vm_basic,valtunox,,"valtunox,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_vm_basic"", ""explanation"": ""Valtunox VM""}"
Create Valtunox VM with terraform,execute_script,terraform,valtunox/terraform_valtunox_vm_basic,valtunox,,"valtunox,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_vm_basic"", ""explanation"": ""Valtunox VM""}"
Deploy a virtual machine on VALTUNOX,execute_script,terraform,valtunox/terraform_valtunox_vm_basic,valtunox,,"valtunox,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_vm_basic"", ""explanation"": ""Valtunox VM""}"
Set up Valtunox VM,execute_script,terraform,valtunox/terraform_valtunox_vm_basic,valtunox,,"valtunox,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_vm_basic"", ""explanation"": ""Valtunox VM""}"
Provision Valtunox VM core using terraform,execute_script,terraform,valtunox/terraform_valtunox_vm_core,valtunox,,"valtunox,vm,core,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_vm_core"", ""explanation"": ""Valtunox VM core""}"
Create Valtunox VM core with terraform,execute_script,terraform,valtunox/terraform_valtunox_vm_core,valtunox,,"valtunox,vm,core,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_vm_core"", ""explanation"": ""Valtunox VM core""}"
Deploy a virtual machine on VALTUNOX,execute_script,terraform,valtunox/terraform_valtunox_vm_core,valtunox,,"valtunox,vm,core,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_vm_core"", ""explanation"": ""Valtunox VM core""}"
Set up Valtunox VM core,execute_script,terraform,valtunox/terraform_valtunox_vm_core,valtunox,,"valtunox,vm,core,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_vm_core"", ""explanation"": ""Valtunox VM core""}"
Provision VMware DNS using terraform,execute_script,terraform,vmware/terraform_vmware_dns,vmware,,"vmware,dns,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_dns"", ""explanation"": ""VMware DNS""}"
Create VMware DNS with terraform,execute_script,terraform,vmware/terraform_vmware_dns,vmware,,"vmware,dns,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_dns"", ""explanation"": ""VMware DNS""}"
Deploy a virtual machine on VMWARE,execute_script,terraform,vmware/terraform_vmware_dns,vmware,,"vmware,dns,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_dns"", ""explanation"": ""VMware DNS""}"
Set up VMware DNS,execute_script,terraform,vmware/terraform_vmware_dns,vmware,,"vmware,dns,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_dns"", ""explanation"": ""VMware DNS""}"
Provision VMware Load Balancer using terraform,execute_script,terraform,vmware/terraform_vmware_load_balancer,vmware,,"vmware,loadbalancer,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_load_balancer"", ""explanation"": ""VMware Load Balancer""}"
Create VMware Load Balancer with terraform,execute_script,terraform,vmware/terraform_vmware_load_balancer,vmware,,"vmware,loadbalancer,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_load_balancer"", ""explanation"": ""VMware Load Balancer""}"
Deploy a virtual machine on VMWARE,execute_script,terraform,vmware/terraform_vmware_load_balancer,vmware,,"vmware,loadbalancer,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_load_balancer"", ""explanation"": ""VMware Load Balancer""}"
Set up VMware Load Balancer,execute_script,terraform,vmware/terraform_vmware_load_balancer,vmware,,"vmware,loadbalancer,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_load_balancer"", ""explanation"": ""VMware Load Balancer""}"
Provision VMware network using terraform,execute_script,terraform,vmware/terraform_vmware_network,vmware,,"vmware,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_network"", ""explanation"": ""VMware network""}"
Create VMware network with terraform,execute_script,terraform,vmware/terraform_vmware_network,vmware,,"vmware,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_network"", ""explanation"": ""VMware network""}"
Deploy a virtual machine on VMWARE,execute_script,terraform,vmware/terraform_vmware_network,vmware,,"vmware,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_network"", ""explanation"": ""VMware network""}"
Set up VMware network,execute_script,terraform,vmware/terraform_vmware_network,vmware,,"vmware,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_network"", ""explanation"": ""VMware network""}"
Provision VMware resource pool using terraform,execute_script,terraform,vmware/terraform_vmware_resource_pool,vmware,,"vmware,resourcepool,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_resource_pool"", ""explanation"": ""VMware resource pool""}"
Create VMware resource pool with terraform,execute_script,terraform,vmware/terraform_vmware_resource_pool,vmware,,"vmware,resourcepool,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_resource_pool"", ""explanation"": ""VMware resource pool""}"
Deploy a virtual machine on VMWARE,execute_script,terraform,vmware/terraform_vmware_resource_pool,vmware,,"vmware,resourcepool,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_resource_pool"", ""explanation"": ""VMware resource pool""}"
Set up VMware resource pool,execute_script,terraform,vmware/terraform_vmware_resource_pool,vmware,,"vmware,resourcepool,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_resource_pool"", ""explanation"": ""VMware resource pool""}"
Provision VMware snapshot using terraform,execute_script,terraform,vmware/terraform_vmware_snapshot,vmware,,"vmware,snapshot,backup","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_snapshot"", ""explanation"": ""VMware snapshot""}"
Create VMware snapshot with terraform,execute_script,terraform,vmware/terraform_vmware_snapshot,vmware,,"vmware,snapshot,backup","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_snapshot"", ""explanation"": ""VMware snapshot""}"
Deploy a virtual machine on VMWARE,execute_script,terraform,vmware/terraform_vmware_snapshot,vmware,,"vmware,snapshot,backup","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_snapshot"", ""explanation"": ""VMware snapshot""}"
Set up VMware snapshot,execute_script,terraform,vmware/terraform_vmware_snapshot,vmware,,"vmware,snapshot,backup","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_snapshot"", ""explanation"": ""VMware snapshot""}"
Provision VMware storage using terraform,execute_script,terraform,vmware/terraform_vmware_storage,vmware,,"vmware,storage,datastore","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_storage"", ""explanation"": ""VMware storage""}"
Create VMware storage with terraform,execute_script,terraform,vmware/terraform_vmware_storage,vmware,,"vmware,storage,datastore","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_storage"", ""explanation"": ""VMware storage""}"
Deploy a virtual machine on VMWARE,execute_script,terraform,vmware/terraform_vmware_storage,vmware,,"vmware,storage,datastore","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_storage"", ""explanation"": ""VMware storage""}"
Set up VMware storage,execute_script,terraform,vmware/terraform_vmware_storage,vmware,,"vmware,storage,datastore","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_storage"", ""explanation"": ""VMware storage""}"
Provision VMware tag using terraform,execute_script,terraform,vmware/terraform_vmware_tag,vmware,,"vmware,tag,metadata","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_tag"", ""explanation"": ""VMware tag""}"
Create VMware tag with terraform,execute_script,terraform,vmware/terraform_vmware_tag,vmware,,"vmware,tag,metadata","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_tag"", ""explanation"": ""VMware tag""}"
Deploy a virtual machine on VMWARE,execute_script,terraform,vmware/terraform_vmware_tag,vmware,,"vmware,tag,metadata","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_tag"", ""explanation"": ""VMware tag""}"
Set up VMware tag,execute_script,terraform,vmware/terraform_vmware_tag,vmware,,"vmware,tag,metadata","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_tag"", ""explanation"": ""VMware tag""}"
Provision VMware template using terraform,execute_script,terraform,vmware/terraform_vmware_template,vmware,,"vmware,template,vm","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_template"", ""explanation"": ""VMware template""}"
Create VMware template with terraform,execute_script,terraform,vmware/terraform_vmware_template,vmware,,"vmware,template,vm","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_template"", ""explanation"": ""VMware template""}"
Deploy a virtual machine on VMWARE,execute_script,terraform,vmware/terraform_vmware_template,vmware,,"vmware,template,vm","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_template"", ""explanation"": ""VMware template""}"
Set up VMware template,execute_script,terraform,vmware/terraform_vmware_template,vmware,,"vmware,template,vm","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_template"", ""explanation"": ""VMware template""}"
Provision VMware vApp using terraform,execute_script,terraform,vmware/terraform_vmware_vapp,vmware,,"vmware,vapp,application","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_vapp"", ""explanation"": ""VMware vApp""}"
Create VMware vApp with terraform,execute_script,terraform,vmware/terraform_vmware_vapp,vmware,,"vmware,vapp,application","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_vapp"", ""explanation"": ""VMware vApp""}"
Deploy a virtual machine on VMWARE,execute_script,terraform,vmware/terraform_vmware_vapp,vmware,,"vmware,vapp,application","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_vapp"", ""explanation"": ""VMware vApp""}"
Set up VMware vApp,execute_script,terraform,vmware/terraform_vmware_vapp,vmware,,"vmware,vapp,application","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_vapp"", ""explanation"": ""VMware vApp""}"
Provision VMware VM using terraform,execute_script,terraform,vmware/terraform_vmware_vm,vmware,,"vmware,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_vm"", ""explanation"": ""VMware VM""}"
Create VMware VM with terraform,execute_script,terraform,vmware/terraform_vmware_vm,vmware,,"vmware,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_vm"", ""explanation"": ""VMware VM""}"
Deploy a virtual machine on VMWARE,execute_script,terraform,vmware/terraform_vmware_vm,vmware,,"vmware,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_vm"", ""explanation"": ""VMware VM""}"
Set up VMware VM,execute_script,terraform,vmware/terraform_vmware_vm,vmware,,"vmware,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""vmware/terraform_vmware_vm"", ""explanation"": ""VMware VM""}"
